w_,Study area,1,Sampling station,Date,Latitude,Longitude,Collector name,M. florea,R. campestris,S. pipiens,V. pellucens,A. cineraria,Other individuals,Notes (optional),
Cologne_146_1_04-09-21,Cologne,146,1,04/09/2021,50.980574,6.901705,Hinatea Ariey,0,0,2,0,0,15,,
Cologne_146_1_20-07-21,Cologne,146,1,20/07/2021,50.982088,6.900564,Hinatea Ariey,0,0,2,0,0,0,,
Cologne_147_1_04-09-21,Cologne,147,1,04/09/2021,50.979901,6.9119744,Hinatea Ariey,0,0,1,0,0,0,,
Cologne_147_1_08-07-21,Cologne,147,1,08/07/2021,50.979441,6.919576,Hinatea Ariey,0,0,0,0,0,12,,
Cologne_147_1_12-07-21,Cologne,147,1,12/07/2021,50.980297,6.919160,Hinatea Ariey,0,0,1,0,0,9,,
Cologne_147_1_20-09-21,Cologne,147,1,20/09/2021,50.986051,6.920956,Hinatea Ariey,1,0,0,0,0,0,,
Cologne_148_1_02-07-21,Cologne,148,1,02/07/2021,50.978772,6.939724,Hinatea Ariey,0,0,0,0,0,4,,
Cologne_148_1_03-09-21,Cologne,148,1,03/09/2021,50.979506,6.930794,Hinatea Ariey,13,0,0,0,0,5,,
Cologne_148_1_20-07-21,Cologne,148,1,20/07/2021,50.977792,6.932559,Hinatea Ariey,0,0,1,0,0,0,,
Cologne_148_2_20-07-21,Cologne,148,2,20/07/2021,50.979366,6.930749,Hinatea Ariey,0,0,1,0,0,0,,
Cologne_149_1_03-09-21,Cologne,149,1,03/09/2021,50.977981,6.942854,Hinatea Ariey,4,0,0,0,0,0,,
Cologne_149_1_20-07-21,Cologne,149,1,20/07/2021,50.982767,6.946630,Hinatea Ariey,0,0,1,0,0,0,,
Cologne_149_2_03-09-21,Cologne,149,2,03/09/2021,50.982400,6.950987,Hinatea Ariey,4,0,0,0,0,4,,
Cologne_149_3_03-09-21,Cologne,149,3,03/09/2021,50.980432,6.944770,Hinatea Ariey,0,0,3,0,0,0,,
Cologne_150_1_11-10-21,Cologne,150,1,11/10/2021,50.982099,6.963016,Hinatea Ariey,1,0,1,0,0,0,,
Cologne_150_1_20-07-21,Cologne,150,1,20/07/2021,50.979240,6.961996,Hinatea Ariey,0,0,1,0,0,0,,
Cologne_151_1_20-07-21,Cologne,151,1,20/07/2021,50.984151,6.971118,Hinatea Ariey,0,0,3,0,0,0,,
Cologne_152_1_20-07-21,Cologne,152,1,20/07/2021,50.978625,6.984685,Hinatea Ariey,0,0,1,0,0,2,,
Cologne_152_1_20-07-21,Cologne,152,1,20/07/2021,50.981848,6.999098,Frank & Jorg,0,0,1,0,0,0,,
Cologne_153_1_06-08-21,Cologne,153,1,06/08/2021,50.981618,6.999210,Frank & Jorg,2,0,0,0,0,0,,
Cologne_153_1_20-07-21,Cologne,153,1,20/07/2021,50.981901,6.999091,Frank & Jorg,0,0,1,0,0,0,,
Cologne_154_1_10-08-21,Cologne,154,1,10/08/2021,50.977675,7.021454,Frank & Jorg,1,0,0,0,0,0,,
Cologne_154_1_28-07-21,Cologne,154,1,28/07/2021,50.979191,7.021471,Frank & Jorg,0,0,2,0,0,0,,
Cologne_155_1_28-07-21,Cologne,155,1,28/07/2021,50.983634,7.027319,Frank & Jorg,0,0,2,0,0,0,,
Cologne_156_1_07-08-21,Cologne,156,1,07/08/2021,50.983711,7.051319,Frank & Jorg,2,0,0,0,0,0,,
Cologne_156_1_28-07-21,Cologne,156,1,28/07/2021,50.982400,7.044853,Frank & Jorg,0,0,2,0,0,0,,
Cologne_157_1_29-07-21,Cologne,157,1,29/07/2021,50.980664,7.064346,Frank & Jorg,0,0,1,0,0,0,,
Cologne_157_2_29-07-21,Cologne,157,2,29/07/2021,50.977492,7.066226,Frank & Jorg,1,0,0,0,0,0,,
Cologne_158_1_29-07-21,Cologne,158,1,29/07/2021,50.984487,7.073285,Frank & Jorg,1,0,1,0,0,0,,
Cologne_159_1_29-07-21,Cologne,159,1,29/07/2021,50.977282,7.084868,Frank & Jorg,0,0,1,0,0,0,,
Cologne_161_1_18-09-21,Cologne,161,1,18/09/2021,50.969628,6.821826,Hinatea Ariey,0,0,2,0,0,14,,
Cologne_162_1_05-08-21,Cologne,162,1,05/08/2021,50.969657,6.832347,Hinatea Ariey,0,0,0,0,0,12,,
Cologne_162_1_10-08-21,Cologne,162,1,10/08/2021,50.969845,6.832252,Hinatea Ariey,3,0,3,0,0,6,,
Cologne_162_2_21-07-21,Cologne,162,2,21/07/2021,50.987219,6.886524,Julian Wittische,0,0,0,0,0,8,,
Cologne_163_1_10-08-21,Cologne,163,1,10/08/2021,50.969239,6.841649,Hinatea Ariey,1,0,5,0,0,2,,
Cologne_164_1_01-08-21,Cologne,164,1,01/08/2021,50.971405,6.861391,Hinatea Ariey,2,0,2,0,0,3,,
Cologne_164_1_10-07-21,Cologne,164,1,10/07/2021,50.970740,6.865388,Hinatea Ariey,0,0,0,0,0,12,,
Cologne_164_1_14-06-21,Cologne,164,1,14/06/2021,50.970082,6.865208,Hinatea Ariey,0,0,0,0,0,1,,
Cologne_165_1_04-09-21,Cologne,165,1,04/09/2021,50.973881,6.880614,Hinatea Ariey,10,0,0,0,0,1,,
Cologne_165_1_15-06-21,Cologne,165,1,15/06/2021,50.974721,6.87279,Hinatea Ariey,0,0,1,0,0,1,A. morio,
Cologne_166_1_04-09-21,Cologne,166,1,04/09/2021,50.971873,6.886274,Hinatea Ariey,7,0,0,0,0,2,,
Cologne_166_1_20-07-21,Cologne,166,1,20/07/2021,50.969576,6.8891105,Hinatea Ariey,0,0,2,0,0,5,,
Cologne_167_1_11-07-21,Cologne,167,1,11/07/2021,50.975665,6.902595,Hinatea Ariey,0,0,0,0,0,6,,
Cologne_167_2_11-07-21,Cologne,167,2,11/07/2021,50.97719,6.90311,Hinatea Ariey,0,0,10,0,0,8,,
Cologne_168_1_04-09-21,Cologne,168,1,04/09/2021,50.973910,6.921126,Hinatea Ariey,7,0,0,0,0,7,,
Cologne_168_1_08-07-21,Cologne,168,1,08/07/2021,50.969100,6.917695,Hinatea Ariey,1?,0,3,0,0,7,,
Cologne_168_1_19-07-21,Cologne,168,1,19/07/2021,50.973410,6.925848,Hinatea Ariey,0,0,2,0,0,3,,
Cologne_168_1_26-06-21,Cologne,168,1,26/06/2021,50.969749,6.918423,Hinatea Ariey,0,0,0,0,0,2,,
Cologne_168_2_04-09-21,Cologne,168,2,04/09/2021,50.977125,6.915453,Hinatea Ariey,0,0,1,0,0,1,,
Cologne_168_2_08-07-21,Cologne,168,2,08/07/2021,50.959702,6.923288,HInatea Ariey,0,0,0,0,0,3,,
Cologne_169_1_19-07-21,Cologne,169,1,19/07/2021,50.972953,6.933860,Hinatea Ariey,0,0,0,0,0,1,,
Cologne_169_1_20-07-21,Cologne,169,1,20/07/2021,50.976653,6.976653,Hinatea Ariey,0,0,2,0,0,0,,
Cologne_169_2_19-07-21,Cologne,169,2,19/07/2021,50.974610,6.927769,Hinatea Ariey,1,0,1,0,0,0,,
Cologne_170_1_02-07-21,Cologne,170,1,02/07/2021,50.976328,6.953005,Hinatea Ariey,0,0,0,0,0,12,11 syrphidae + 1 Anthrax morio,
Cologne_170_1_03-09-21,Cologne,170,1,03/09/2021,50.976439,6.945018,Hinatea Ariey,21,0,0,0,0,0,,
Cologne_170_1_15-07-21,Cologne,170,1,15/07/2021,50.970774,6.944712,Hinatea Ariey,0,0,1,0,0,0,,
Cologne_170_2_02-07-21,Cologne,170,2,02/07/2021,50.976638,6.943958,Hinatea Ariey,0,0,0,0,0,4,3 syrphidae + 1 Anthrax morio,
Cologne_170_2_15-07-21,Cologne,170,2,15/07/2021,50.969032,6.951356,Hinatea Ariey,0,0,6,0,0,4,,
Cologne_171_1_03-09-21,Cologne,171,1,03/09/2021,50.972920,6.956440,Hinatea Ariey,5,0,8,0,0,4,,
Cologne_171_1_15-07-21,Cologne,171,1,15/07/2021,50.969454,6.968478,Hinatea Ariey,0,0,0,0,0,6,,
Cologne_171_3_15-07-21,Cologne,171,3,15/07/2021,50.969953,6.958199,Hinatea Ariey,0,0,0,0,0,4,,
Cologne_171_4_15-07-21,Cologne,171,4,15/07/2021,50.968784,6.959085,Hinatea Ariey,0,0,2,0,0,1,,
Cologne_172_1_10-10-21,Cologne,172,1,10/10/2021,50.969487,6.978096,Hinatea Ariey,0,0,0,0,0,3,,
Cologne_172_1_11-10-21,Cologne,172,1,11/10/2021,50.969101,6.976712,Hinatea Ariey,16,0,0,0,0,14,,
Cologne_172_1_15-07-21,Cologne,172,1,15/07/2021,50.968321,6.969462,Hinatea Ariey,0,0,0,0,0,5,,
Cologne_172_2_15-07-21,Cologne,172,2,15/07/2021,50.969999,6.981124,Hinatea Ariey,0,0,7,0,0,4,,
Cologne_173_1_15-07-21,Cologne,173,1,15/07/2021,50.970513,6.989171,Hinatea Ariey,1,0,2,0,0,8,,
Cologne_174_1_06-08-21,Cologne,174,1,06/08/2021,50.973378,7.002988,Frank & Jorg,2,0,0,0,0,0,,
Cologne_174_1_09-06-21,Cologne,174,1,09/06/2021,50.973378,7.002988,Frank & Jorg,0,0,1,0,0,0,,
Cologne_174_1_20-07-21,Cologne,174,1,20/07/2021,50.973395,7.003105,Frank & Jorg,1,0,1,0,0,0,,
Cologne_175_1_09-06-21,Cologne,175,1,09/06/2021,50.975638,7.017480,Frank & Jorg,0,0,1,0,0,0,,
Cologne_175_1_10-08-21,Cologne,175,1,10/08/2021,50.970317,7.021752,Frank & Jorg,2,0,0,0,0,0,,
Cologne_176_1_09-06-21,Cologne,176,1,09/06/2021,50.976087,7.027928,Frank & Jorg,0,0,1,0,0,0,,
Cologne_177_1_28-07-21,Cologne,177,1,28/07/2021,50.969727,7.044347,Frank & Jorg,0,0,1,0,0,0,,
Cologne_178_1_29-07-21,Cologne,178,1,29/07/2021,50.973612,7.065211,Frank & Jorg,0,0,1,0,0,0,,
Cologne_179_1_29-07-21,Cologne,179,1,29/07/2021,50.969281,7.074695,Frank & Jorg,0,0,1,0,0,0,,
Cologne_180_1_22-09-21,Cologne,180,1,22/09/2021,50.971836,7.096461,Frank & Jorg,2,0,0,0,0,0,,
Cologne_180_1_29-07-21,Cologne,180,1,29/07/2021,50.975122,7.088051,Frank & Jorg,0,0,1,0,0,0,,
Cologne_182_1_05-08-21,Cologne,182,1,05/08/2021,50.963906,6.826115,Hinatea Ariey,0,0,1,0,0,1,,
Cologne_183_1_18-09-21,Cologne,183,1,18/09/2021,50.965716,6.840185,Hinatea Ariey,1,0,0,0,0,2,,
Cologne_183_1_28-07-21,Cologne,183,1,28/07/2021,50.96004,6.82950,Julian Wittische,0,0,9,0,0,5,,
Cologne_184_1_05-08-21,Cologne,184,1,05/08/2021,50.963344,6.842061,Hinatea Ariey,0,0,1,0,0,8,,
Cologne_184_1_06-07-21,Cologne,184,1,06/07/2021,50.965595,6.844793,Julian Wittische,0,0,0,0,0,12,,
Cologne_184_1_07-07-21,Cologne,184,1,07/07/2021,50.959971,6.851863,Hinatea Ariey,0,0,0,0,0,10,,
Cologne_184_2_05-08-21,Cologne,184,2,05/08/2021,50.964548,6.840548,Hinatea Ariey,1,0,0,0,0,5,,
Cologne_184_2_06-07-21,Cologne,184,2,06/07/2021,50.968305,6.842481,Julian Wittische,0,0,0,0,0,5,+ tachinidae and others insectes,
Cologne_184_2_07-07-21,Cologne,184,2,07/07/2021,50.963127,6.843189,Hinatea Ariey,0,0,0,0,0,2,,
Cologne_184_3_05-08-21,Cologne,184,3,05/08/2021,50.967696,6.841290,Hinatea Ariey,1,0,0,0,0,0,,
Cologne_184_3_07-07-21,Cologne,184,3,07/07/2021,50.966849,6.843684,Hinatea Ariey,0,0,0,0,0,13,,
Cologne_185_1_10-07-21,Cologne,185,1,10/07/2021,50.968108,6.865815,Hinatea Ariey,1,0,0,0,0,5,,
Cologne_185_1_14-06-21,Cologne,185,1,14/06/2021,50.92116,6.864305,Hinatea Ariey,0,0,0,0,0,5,,
Cologne_185_1_18-07-21,Cologne,185,1,18/07/2021,50.959803,6.864392,Hinatea Ariey,0,0,2,0,0,5,,
Cologne_185_4_07-07-21,Cologne,185,4,07/07/2021,50.964876,6.845101,Hinatea Ariey,0,0,0,0,0,4,,
Cologne_186_1_04-09-21,Cologne,186,1,04/09/2021,50.968107,6.879489,Hinatea Ariey,0,0,0,0,0,9,,
Cologne_186_1_14-10-21,Cologne,186,1,14/10/2021,50.965955,6.878321,Hinatea Ariey,1,0,0,0,0,3,,
Cologne_186_1_18-07-21,Cologne,186,1,18/07/2021,50.962096,6.882588,Julian Wittische,0,0,1,0,0,8,,
Cologne_187_1_14-06-21,Cologne,187,1,14/06/2021,50.960104,6.893025,Hinatea Ariey,0,0,0,0,0,2,"Hi Hinatea, your fly was not target, I changed it to bycatch",
Cologne_187_1_18-07-21,Cologne,187,1,18/07/2021,50.959827,6.885455,Hinatea Ariey,0,0,1,0,0,1,,
Cologne_188_1_12-07-21,Cologne,188,1,12/07/2021,50.961388,6.907777,Hinatea Ariey,0,0,3,0,0,1,,
Cologne_188_1_14-10-21,Cologne,188,1,14/10/2021,50.961747,6.901182,Hinatea Ariey,0,0,0,0,0,7,,
Cologne_188_1_19-09-21,Cologne,188,1,19/09/2021,50.964829,6.901310,Hinatea Ariey,0,0,1,0,0,6,,
Cologne_188_2_14-10-21,Cologne,188,2,14/10/2021,50.965028,6.900148,Hinatea Ariey,1,0,0,0,0,9,,
Cologne_188_2_19-09-21,Cologne,188,2,19/09/2021,50.962395,6.908765,Hinatea Ariey,0,0,6,0,0,7,,
Cologne_189_1_04-09-21,Cologne,189,1,04/09/2021,50.960378,6.913659,Hinatea Ariey,5,0,0,0,0,7,,
Cologne_189_1_18-07-21,Cologne,189,1,18/07/2021,50.963743,6.919145,Hinatea Ariey,0,0,1,0,0,5,,
Cologne_190_1_18-07-21,Cologne,190,1,18/07/2021,50.959715,6.927170,Hinatea Ariey,0,0,0,0,0,9,,
Cologne_190_1_19-07-21,Cologne,190,1,19/07/2021,50.959982,6.926784,Hinatea Ariey,1,0,4,0,0,3,,
Cologne_191_1_10-10-21,Cologne,191,1,10/10/2021,50.965850,6.947338,Hinatea Ariey,3,0,0,0,0,11,,
Cologne_191_1_15-07-21,Cologne,191,1,15/07/2021,50.963971,6.944756,Hinatea Ariey,0,0,3,0,0,9,,
Cologne_192_1_07-10-21,Cologne,192,1,07/10/2021,50.966504,6.966647,Hinatea Ariey,1,0,2,0,0,4,,
Cologne_192_1_15-07-21,Cologne,192,1,15/07/2021,50.966752,6.963832,Hinatea Ariey,0,0,2,0,0,11,,
Cologne_192_2_15-07-21,Cologne,192,2,15/07/2021,50.96647,6.95622,Hinatea Ariey,0,0,0,0,0,3,,
Cologne_193_1_07-10-21,Cologne,193,1,07/10/2021,50.964149,6.980591,Hinatea Ariey,2,0,0,0,0,7,,
Cologne_193_1_15-07-21,Cologne,193,1,15/07/2021,50.960612,6.971187,Julian Wittische,0,0,1,0,0,4,,
Cologne_193_2_15-07-21,Cologne,193,2,15/07/2021,50.961342,6.982136,Hinatea Ariey,0,0,1,0,0,7,,
Cologne_194_1_07-09-21,Cologne,194,1,07/09/2021,50.959142,6.992208,Frank & Jorg,1,0,0,0,0,0,,
Cologne_194_1_15-07-21,Cologne,194,1,15/07/2021,50.966102,6.987408,Hinatea Ariey,0,0,1,0,0,6,,
Cologne_195_1_07-09-21,Cologne,195,1,07/09/2021,50.959436,7.005558,Frank & Jorg,2,0,0,0,0,0,,
Cologne_195_1_09-06-21,Cologne,195,1,09/06/2021,50.964374,7.006329,Frank & Jorg,0,0,1,0,0,0,,
Cologne_195_1_27-07-21,Cologne,195,1,27/07/2021,50.966136,7.006069,Frank & Jorg,0,0,1,0,0,0,,
Cologne_196_1_09-06-21,Cologne,196,1,09/06/2021,50.962259,7.014756,Frank & Jorg,0,0,1,0,0,0,,
Cologne_196_1_21-09-21,Cologne,196,1,21/09/2021,50.958913,7.022876,Frank & Jorg,1,0,0,0,0,0,,
Cologne_197_1_09-06-21,Cologne,197,1,09/06/2021,50.962501119463205,7.034606884643479,Frank & Jorg,0,0,1,0,0,0,,
Cologne_197_1_21-09-21,Cologne,197,1,21/09/2021,50.961461,7.027182,Frank & Jorg,2,0,0,0,0,0,,
Cologne_198_1_05-08-21,Cologne,198,1,05/08/2021,50.959548,7.045001,Frank & Jorg,2,0,0,0,0,0,,
Cologne_198_1_09-06-21,Cologne,198,1,09/06/2021,50.965225,7.046284,Frank & Jorg,0,0,1,0,0,0,,
Cologne_200_1_05-08-21,Cologne,200,1,05/08/2021,50.961298,7.073317,Frank & Jorg,1,0,1,0,0,0,,
Cologne_200_1_09-06-21,Cologne,200,1,09/06/2021,50.961761,7.070384,Frank & Jorg,0,0,1,0,0,0,,
Cologne_201_1_05-08-21,Cologne,201,1,05/08/2021,50.967324,7.081949,Frank & Jorg,0,0,0,1,0,0,,
Cologne_201_1_22-09-21,Cologne,201,1,22/09/2021,50.966096,7.093228,Frank & Jorg,1,0,0,0,0,0,,
Cologne_201_1_29-07-21,Cologne,201,1,29/07/2021,50.963299,7.094968,Frank & Jorg,0,0,1,0,0,0,,
Cologne_201_b_22-09-21,Cologne,201,b,22/09/2021,50.9660963,7.0932281,Frank & Jorg,0,0,1,0,0,0,,
Cologne_202_1_22-09-21,Cologne,202,1,22/09/2021,50.961874,7.108550,Frank & Jorg,1,0,0,0,0,0,,
Cologne_202_1_29-07-21,Cologne,202,1,29/07/2021,50.962435,7.111164,Frank & Jorg,0,0,1,0,0,0,,
Cologne_203_1_18-09-21,Cologne,203,1,18/09/2021,50.953202,6.816699,Hinatea Ariey,0,0,0,0,0,3,,
Cologne_203_1_28-07-21,Cologne,203,1,28/07/2021,50.952132,6.816685,Julian Wittische,0,0,0,0,0,30,,
Cologne_203_1_29-07-21,Cologne,203,1,29/07/2021,50.951348,6.823903,Julian Wittische,0,0,1,0,0,5,,
Cologne_204_1_06-07-21,Cologne,204,1,06/07/2021,50.959329,6.831524,Julian Wittische,0,0,0,0,0,17,,
Cologne_204_1_28-07-21,Cologne,204,1,28/07/2021,50.958957,6.829157,Julian Wittische,0,0,0,0,0,12,,
Cologne_204_1_29-07-21,Cologne,204,1,29/07/2021,50.956073,6.828928,Julian Wittische,1,0,2,0,0,8,,
Cologne_205_1_29-07-21,Cologne,205,1,29/07/2021,50.951086,6.854157,Julian Wittische,0,0,19,0,0,36,,
Cologne_205_2_29-07-21,Cologne,205,2,29/07/2021,50.952457,6.840415,Julian Wittische,0,0,0,0,0,66,,
Cologne_206_1_06-07-21,Cologne,206,1,06/07/2021,50.951549,6.855477,Julian Wittische,0,0,0,0,0,6,4 syrphidae + 1 diptera + 1 coleoptera,
Cologne_206_1_07-07-21,Cologne,206,1,07/07/2021,50.951016,6.866652,Hinatea Ariey,0,0,0,0,0,19,,
Cologne_206_1_14-06-21,Cologne,206,1,14/06/2021,50.951564,6.865189,Hinatea Ariey,0,0,0,0,0,2,,
Cologne_206_1_18-10-21,Cologne,206,1,18/10/2021,50.951473,6.860288,Hinatea Ariey,0,0,0,0,0,1,,
Cologne_206_1_24-10-21,Cologne,206,1,24/10/2021,50.951703,6.860870,Julian Wittische,1,0,0,0,0,16,,
Cologne_206_2_06-07-21,Cologne,206,2,06/07/2021,50.952327,6.864631,Julian Wittische,0,0,0,0,0,14,6 syrphidae + 6 tachinidea + 1 S. ferrugineus + 1 Diptera,
Cologne_206_2_07-07-21,Cologne,206,2,07/07/2021,50.955551,6.863869,Hinatea Ariey,0,0,1,0,0,10,,
Cologne_206_2_14-06-21,Cologne,206,2,14/06/2021,50.958641,6.868239,Hinatea Ariey,0,0,1,0,0,0,,
Cologne_207_1_18-07-21,Cologne,207,1,18/07/2021,50.952466,6.876571,Hinatea Ariey,0,0,1,0,0,4,,
Cologne_207_1_22-08-21,Cologne,207,1,22/08/2021,50.952112,6.875547,Hinatea Ariey,5,0,0,0,0,3,,
Cologne_207_1_27-06-21,Cologne,207,1,27/06/2021,50.959089,6.877522,Hinatea Ariey,0,0,0,0,0,7,,
Cologne_208_1_18-07-21,Cologne,208,1,18/07/2021,50.953150,6.883776,Hinatea Ariey,0,0,4,0,0,4,,
Cologne_208_1_18-10-21,Cologne,208,1,18/10/2021,50.955431,6.887256,Hinatea Ariey,1,0,3,0,0,2,,
Cologne_208_1_22-08-21,Cologne,208,1,22/08/2021,50.955164,6.886775,Hinatea Ariey,0,0,4,0,0,0,,
Cologne_209_1_08-07-21,Cologne,209,1,08/07/2021,50.950539,6.898314,Julian Wittische,0,0,3,0,0,7,+ diptera,
Cologne_209_1_15-10-21,Cologne,209,1,15/10/2021,50.953696,6.904460,Hinatea Ariey,0,0,0,0,0,12,,
Cologne_209_1_18-07-21,Cologne,209,1,18/07/2021,50.952294,6.898418,Hinatea Ariey,0,0,6,0,0,0,,
Cologne_209_1_18-10-21,Cologne,209,1,18/10/2021,50.953524,6.904436,Hinatea Ariey,2,0,0,0,0,14,,
Cologne_209_1_26-06-21,Cologne,209,1,26/06/2021,50.957789,6.904748,Hinatea Ariey,0,0,0,0,0,1,,
Cologne_209_2_08-07-21,Cologne,209,2,08/07/2021,50.950524,6.906934,Julian Wittische,0,0,0,0,0,6,5 syrphidae + 1 diptera,
Cologne_210_1_15-10-21,Cologne,210,1,15/10/2021,50.957125,6.913437,Hinatea Ariey,0,0,0,0,0,12,,
Cologne_210_1_15-10-21,Cologne,210,1,15/10/2021,50.957260,6.911638,Hinatea Ariey,0,0,1,0,0,6,,
Cologne_210_1_18-07-21,Cologne,210,1,18/07/2021,50.948349,6.917909,Hinatea Ariey,0,0,7,0,0,1,,
Cologne_210_2_15-10-21,Cologne,210,2,15/10/2021,50.954878,6.913910,Hinatea Ariey,0,0,0,0,0,1,,
Cologne_210_2_15-10-21,Cologne,210,2,15/10/2021,50.956885,6.913380,Hinatea Ariey,2,0,2,0,0,9,,
Cologne_210_3_15-10-21,Cologne,210,3,15/10/2021,50.958267,6.918324,Hinatea Ariey,0,0,0,0,0,1,,
Cologne_211_1_02-08-21,Cologne,211,1,02/08/2021,50.956745,6.930473,Hinatea Ariey,0,0,1,1,0,0,"Site 211_2 was corrupted, so eliminited",
Cologne_211_1_08-06-21,Cologne,211,1,08/06/2021,50.952994,6.938781,Hinatea Ariey,0,0,0,0,0,6,,
Cologne_211_1_11-10-21,Cologne,211,1,11/10/2021,50.957035,6.927278,Hinatea Ariey,1,0,0,0,0,6,,
Cologne_211_1_15-07-21,Cologne,211,1,15/07/2021,50.951296,6.936176,Julian Wittische,8*,0,0,0,0,37,*We hesitate on the ID,
Cologne_211_2_08-06-21,Cologne,211,2,08/06/2021,50.950620,6.938894,Hinatea Ariey,0,0,0,0,0,6,,
Cologne_211_3_02-08-21,Cologne,211,3,02/08/2021,50.956738,6.934229,Hinatea Ariey,0,0,6,0,0,0,"Site 211_2 was corrupted, so eliminited",
Cologne_212_1_02-07-21,Cologne,212,1,02/07/2021,50.956156,6.952128,Hinatea Ariey,0,0,0,0,0,9,8 Syrphidae + 1 Anthrax morio,
Cologne_212_1_08-06-21,Cologne,212,1,08/06/2021,50.953162,6.941166,Hinatea Ariey,1,0,0,1,0,6,,
Cologne_212_1_16-07-21,Cologne,212,1,16/07/2021,50.954085,6.946796,Hinatea Ariey,0,0,2,0,0,4,,
Cologne_213_1_07-10-21,Cologne,213,1,07/10/2021,50.950648,6.967196,Hinatea Ariey,4,0,0,0,0,3,,
Cologne_213_1_16-07-21,Cologne,213,1,16/07/2021,50.954853,6.957081,Hinatea Ariey,0.,0,0,0,0,5,,
Cologne_213_2_16-07-21,Cologne,213,2,16/07/2021,50.956152,6.968157,Hinatea Ariey,0,0,1,0,0,2,,
Cologne_213_3_16-07-21,Cologne,213,3,16/07/2021,50.956437,6.964876,Hinatea Ariey,0,0,0,0,0,7,,
Cologne_213_4_16-07-21,Cologne,213,4,16/07/2021,50.955989,6.962895,Hinatea Ariey,0,0,3,0,0,9,,
Cologne_214_1_07-10-21,Cologne,214,1,07/10/2021,50.958771,6.976232,Hinatea Ariey,1,0,0,0,0,4,,
Cologne_214_1_15-07-21,Cologne,214,1,15/07/2021,50.956571,6.971291,Julian Wittische,3*,0,0,0,0,89,*We hesitate on the ID,
Cologne_214_2_15-07-21,Cologne,214,2,15/07/2021,50.958950,6.975690,Julian Wittische,0,0,2,0,0,15,,
Cologne_215_1_06-08-21,Cologne,215,1,06/08/2021,50.953307,6.986458,Frank & Jorg,3,0,0,0,0,0,,
Cologne_215_1_07-06-21,Cologne,215,1,07/06/2021,50.958172,6.989291,Frank & Jorg,0,0,1,0,0,0,,
Cologne_216_1_07-06-21,Cologne,216,1,07/06/2021,50.953415,7.000767,Frank & Jorg,0,0,1,0,0,0,,
Cologne_216_1_07-09-21,Cologne,216,1,07/09/2021,50.953260,7.000452,Frank & Jorg,2,0,0,0,0,0,,
Cologne_217_1_07-06-21,Cologne,217,1,07/06/2021,50.953155,7.014273,Frank & Jorg,0,0,1,0,0,0,,
Cologne_217_1_21-09-21,Cologne,217,1,21/09/2021,50.952488,7.0165639,Frank & Jorg,1,0,0,0,0,0,,
Cologne_217_b_21-09-21,Cologne,217,b,21/09/2021,50.952488,7.016564,Frank & Jorg,0,0,1,0,0,0,,
Cologne_218_1_07-06-21,Cologne,218,1,07/06/2021,50.9538417,7.0283673,Frank & Jorg,0,0,1,0,0,0,,
Cologne_218_1_10-08-21,Cologne,218,1,10/08/2021,50.956645,7.032007,Frank & Jorg,2,0,0,0,0,0,,
Cologne_219_1_05-08-21,Cologne,219,1,05/08/2021,50.956670,7.050528,Frank & Jorg,1,0,0,0,0,0,,
Cologne_219_1_09-06-21,Cologne,219,1,09/06/2021,50.952095,7.043893,Frank & Jorg,0,0,1,0,0,0,,
Cologne_220_1_08-09-21,Cologne,220,1,08/09/2021,50.956513,7.055554,Frank & Jorg,3,0,0,0,0,0,,
Cologne_220_1_09-06-21,Cologne,220,1,09/06/2021,50.952946,7.056383,Frank & Jorg,0,0,1,0,0,0,,
Cologne_221_1_05-08-21,Cologne,221,1,05/08/2021,50.952308,7.077985,Frank & Jorg,2,0,0,0,0,0,,
Cologne_222_1_22-09-21,Cologne,222,1,22/09/2021,50.949735,7.090243,Frank & Jorg,0,0,1,0,0,0,,
Cologne_222_2_22-09-21,Cologne,222,2,22/09/2021,50.950290,7.089939,Frank & Jorg,2,0,0,0,0,0,,
Cologne_223_1_22-09-21,Cologne,223,1,22/09/2021,50.950045,7.108658,Frank & Jorg,1,0,0,0,0,0,,
Cologne_223_1_29-07-21,Cologne,223,1,29/07/2021,50.954719,7.104245,Frank & Jorg,0,0,1,0,0,0,,
Cologne_223_b_22-09-21,Cologne,223,b,22/09/2021,50.954935,7.100478,Frank & Jorg,0,0,1,0,0,0,,
Cologne_224_1_27-07-21,Cologne,224,1,27/07/2021,50.943521,6.810133,Julian Wittische,0,0,0,0,0,10,,
Cologne_225_1_28-07-21,Cologne,225,1,28/07/2021,50.950386,6.821766,Julian Wittische,1,0,1,0,0,7,,
Cologne_226_1_28-07-21,Cologne,226,1,28/07/2021,50.946911,6.839005,Julian Wittische,0,0,1,0,0,3,,
Cologne_226_1_28-10-21,Cologne,226,1,28/10/2021,50.949708,6.832489,Hinatea Ariey,0,0,0,0,0,5,,
Cologne_227_1_24-10-21,Cologne,227,1,24/10/2021,50.946429,6.854179,Julian Wittische,1,0,0,0,0,3,,
Cologne_227_1_28-07-21,Cologne,227,1,28/07/2021,50.944407,6.852620,Julian Wittische,0,0,3,0,0,8,,
Cologne_228_1_18-07-21,Cologne,228,1,18/07/2021,50.943908,6.854712,Julian Wittische,0,0,1,0,0,8,,
Cologne_228_1_28-08-21,Cologne,228,1,28/08/2021,50.942930,6.866019,Hinatea Ariey,1,0,1,0,0,3,,
