w_,Study area,1,Sampling station,Date,Latitude,Longitude,Collector name,M. florea,R. campestris,S. pipiens,V. pellucens,A. cineraria,Other individuals,Notes (optional),
SW_143_4_13-08-21,SW,143,4,13/08/2021,49.5114562,6.0089914,Dylan + T + F,0,0,1,0,0,0,,
SW_144_1_13-08-21,SW,144,1,13/08/2021,49.5097531,6.0130201,Dylan + T + F,0,0,2,0,0,0,,
SW_144_2_13-08-21,SW,144,2,13/08/2021,49.5111181,6.0181800,Dylan + T + F,0,0,1,0,0,0,,
SW_145_1_13-08-21,SW,145,1,13/08/2021,49.5115803,6.0273558,Dylan + T + F,0,0,4,0,0,0,,
SW_146_1_18-08-21,SW,146,1,18/08/2021,49.51018 ,6.04948,Stephanie and Amanda,0,0,3,0,0,0,,
SW_147_1_23-07-21,SW,147,1,23/07/2021,49.509145,6.06009,Stephanie,0,0,1,0,0,0,,
SW_148_1_04-06-21,SW,148,1,04/06/2021,"49,5099682","6,0704281",Stephanie,0,0,0,0,0,2,,
SW_148_2_29-07-21,SW,148,2,29/07/2021,49.51208,6.07760,Stephanie,0,0,1,0,0,0,,
SW_148_3_29-07-21,SW,148,3,29/07/2021,49.0735,6.51097,Stephanie,0,0,1,0,0,0,,
SW_149_1_29-07-21,SW,149,1,29/07/2021,49.51041,6.08038,Stephanie,0,0,1,0,0,0,,
SW_15_1_08-05-21,SW,15,1,08/05/2021,49.572463,5.970571,Amanda,0,0,0,0,1,0,,
SW_15_1_09-08-21,SW,15,1,09/08/2021,49.573194,5.974901,Amanda,0,0,2,0,0,0,,
SW_150_1_26-07-21,SW,150,1,26/07/2021,49.50987,6.10661,Stephanie,1,0,0,0,0,0,,
SW_150_2_26-07-21,SW,150,2,26/07/2021,49.51225,6.10326,Stephanie,0,0,1,0,0,0,,
SW_151_1_30-07-21,SW,151,1,30/07/2021,49.50966,6.11541,Stephanie,0,0,1,0,0,0,,
SW_152_1_20-08-21,SW,152,1,20/08/2021,49.505372,6.127850,Stephanie and Amanda,0,0,1,0,0,0,,
SW_153_1_10-08-21,SW,153,1,10/08/2021,49.496854,5.872590,Paula and Lorenzo,0,0,8,0,0,0,,
SW_154_1_10-08-21,SW,154,1,10/08/2021,49.499465,5.886560,Paula and Lorenzo,0,0,8,0,0,0,,
SW_154_2_10-08-21,SW,154,2,10/08/2021,49.498279,5.888431,Paula and Lorenzo,0,0,5,0,0,0,,
SW_154_3_10-08-21,SW,154,3,10/08/2021,49.497703,5.890128,Paula and Lorenzo,0,0,3,0,0,0,,
SW_155_1_10-08-21,SW,155,1,10/08/2021,49.498775,5.902164,Paula and Lorenzo,0,0,3,1,0,0,,
SW_155_2_10-08-21,SW,155,2,10/08/2021,49.497032,5.903187,Paula and Lorenzo,0,0,8,1,0,0,,
SW_156_1_28-06-21,SW,156,1,28/06/2021,49.502957,5.918214,Amanda,0,0,1,0,0,0,,
SW_156_2_29-06-21,SW,156,2,29/06/2021,49.502734,5.912914,Amanda,0,0,0,1,0,0,,
SW_157_1_21-07-21,SW,157,1,21/07/2021,49.4947909,5.9369416,Paula and Lorenzo,0,0,1,0,0,0,,
SW_157_2_21-07-21,SW,157,2,21/07/2021,49.500962,5.940345,Paula and Lorenzo,0,0,1,0,0,0,,
SW_158_1_21-07-21,SW,158,1,21/07/2021,49.4947909,5.9369416,Paula and Lorenzo,0,0,0,1,0,0,We wrote down the wrong coordenates,
SW_158_2_21-07-21,SW,158,2,21/07/2021,49.500466,5.942579,Paula and Lorenzo,0,0,1,0,0,0,,
SW_159_1_13-08-21,SW,159,1,13/08/2021,49.50036,5.96712,Antonio,0,0,4,0,0,0,,
SW_16_1_30-07-21,SW,16,1,30/07/2021,49.572397,5.995019,Amanda,3,0,0,0,0,0,,
SW_16_2_30-07-21,SW,16,2,30/07/2021,49.574428,5.966988,Amanda,0,0,3,1,0,0,,
SW_160_3_15-08-21,SW,160,3,15/08/2021,49.49940,5.97891,Antonio,4,0,9,0,0,0,,
SW_161_1_11-08-21,SW,161,1,11/08/2021,49.4989559,5.9944723,Dylan,2,0,0,0,0,0,,
SW_161_1_13-08-21,SW,161,1,13/08/2021,49.4989559,5.9944723,Dylan + T + F,2,0,2,0,0,0,,
SW_161_2_15-08-21,SW,161,2,15/08/2021,49.49508,5.98668,Antonio,10,0,18,0,0,0,,
SW_162_1_05-08-21,SW,162,1,05/08/2021,49.5009659,6.0041044,Dylan,1,0,0,0,0,0,,
SW_162_1_11-08-21,SW,162,1,11/08/2021,49.5000181,6.0029605,Dylan,0,0,4,0,0,0,,
SW_162_1_13-08-21,SW,162,1,13/08/2021,49.5000181,6.0029605,Dylan + T + F,0,0,2,0,0,0,,
SW_162_1_19-07-21,SW,162,1,19/07/2021,49.4988079,5.9962365,Paula and Lorenzo,1,0,0,1,0,0,,
SW_162_2_13-08-21,SW,163,2,13/08/2021,"49,4951158","6,0011185",Dylan + T + F,,,4,,,,,SW Plaque 5
SW_162_3_13-08-21,SW,162,3,13/08/2021,49.4989268,5.9969865,Dylan + T + F,0,0,0,2,0,0,,
SW_163_1_04-08-21,SW,163,1,04/08/2021,49.5006485,6.0193471,Dylan and Tabea,9,0,1,4,0,1,,
SW_164_1_03-08-21,SW,164,1,03/08/2021,49.494802,6.036611,Amanda,0,0,6,0,0,0,,
SW_164_1_04-08-21,SW,164,1,04/08/2021,49.5016481,6.0304974,Dylan and Tabea,1,0,2,3,0,0,,
SW_164_2_04-08-21,SW,164,2,04/08/2021,49.498442,6.034083,Amanda,0,0,3,0,0,0,,
SW_164_2_04-08-21,SW,164,2,04/08/2021,49.4993738,6.0266668,Dylan and Tabea,1,0,1,2,0,0,,
SW_165_1_03-08-21,SW,165,1,03/08/2021,49.499244,6.047083,Amanda,0,0,1,0,0,0,,
SW_165_2_04-08-21,SW,165,2,04/08/2021,49.500866,6.038251,Amanda,0,0,4,0,0,0,,
SW_166_1_13-08-21,SW,166,1,13/08/2021,49.49522,6.05799,Stephanie,1,0,3,0,0,0,,
SW_167_1_12-08-21,SW,167,1,12/08/2021,49.50003 ,6.07601,Stephanie,0,0,1,0,0,0,,
SW_168_1_15-06-21,SW,168,1,15/06/2021,49.500083,6.082918,Stephanie,0,0,0,0,0,2,,
SW_168_2_09-08-21,SW,168,2,09/08/2021,49.49996 ,6.08394,Stephanie,0,0,3,0,0,0,,
SW_169_1_10-08-21,SW,169,1,10/08/2021, 49.49838 ,6.09478,Stephanie,1,0,0,0,0,0,,
SW_169_2_10-08-21,SW,169,2,10/08/2021,49.49636 ,6.09535,Stephanie,0,0,1,0,0,0,,
SW_17_1_28-05-21,SW,17,1,28/05/2021,49.572197,5.994830,Amanda,0,0,0,0,0,2,,
SW_17_1_30-07-21,SW,17,1,30/07/2021,49.569894,6.002101,Amanda,0,0,0,1,0,0,,
SW_17_2_28-05-21,SW,17,2,28/05/2021,49.572250,6.003981,Amanda,0,0,0,0,0,2,,
SW_17_2_30-07-21,SW,17,2,30/07/2021,49.572443,6.001253,Amanda,2,0,1,0,0,0,,
SW_17_3_28-05-21,SW,17,3,28/05/2021,49.571096,6.001656,Amanda,0,0,0,0,1,0,,
SW_17_3_30-07-21,SW,17,3,30/07/2021,49.575582,6.006323,Amanda,1,0,8,0,0,0,,
SW_17_4_30-07-21,SW,17,4,30/07/2021,49.573433,6.004910,Amanda,13,0,2,0,0,0,,
SW_170_1_19-08-21,SW,170,1,19/08/2021,49.49523 ,6.11259,Stephanie and Amanda,0,0,1,0,0,0,,
SW_171_1_26-04-21,SW,171,1,26/04/2021,"49,490664","6,130836",Julian Wittische,0,0,0,0,0,1,,
SW_171_1_27-04-21,SW,171,1,27/04/2021,"49,503684","6,135257",Julian Wittische,0,0,0,0,0,4,,
SW_171_2_26-04-21,SW,171,2,26/04/2021,"49,503473","6,121715",Julian Wittische,0,0,0,0,0,1,,
SW_171_4_14-08-21,SW,171,4,14/08/2021,49.50466 ,6.12540,Stephanie,0,0,0,1,0,0,,
SW_171_5_14-08-21,SW,171,5,14/08/2021,49.50273,6.13182,Stephanie,0,0,2,0,0,0,,
SW_172_1_26-04-21,SW,172,1,26/04/2021,"49,501404","6,147402",Julian Wittische,0,0,0,0,3,0,,
SW_172_2_26-04-21,SW,172,2,26/04/2021,"49,501404","6,121715",Julian Wittische,0,0,0,0,0,1,,
SW_172_3_14-03-21,SW,172,3,14/03/2021,49.50217,6.13923,Stephanie,0,0,1,0,0,0,,
SW_173_1_07-09-21,SW,173,1,07/09/2021,49.4933320,5.9424304,Paula and Lorenzo,0,0,2,0,0,0,,
SW_174_1_07-09-21,SW,174,1,07/09/2021,49.4863954,5.9589903,Paula and Lorenzo,1,0,2,0,0,0,,
SW_174_1_21-07-21,SW,174,1,21/07/2021,49.4946060,5.9462244,Paula and Lorenzo,1,0,0,0,0,0,,
SW_174_2_07-09-21,SW,174,2,07/09/2021,49.4870244,5.9621081,Paula and Lorenzo,0,0,3,0,0,0,,
SW_175_2_18-08-21,SW,175,2,18/08/2021,49.48926,5.97997,Antonio,5,0,15,1,0,0,,
SW_176_1_20-07-21,SW,176,1,20/07/2021,49.4880466,5.9944522,Paula and Lorenzo,0,0,2,0,0,0,,
SW_177_1_09-08-21,SW,177,1,09/08/2021,49.4935370,6.0082897,Dylan,2,0,2,0,0,0,,
SW_178_1_04-08-21,SW,178,1,04/08/2021,49.4939377,6.0150448,Dylan and Tabea,0,0,1,3,0,0,,
SW_178_2_09-08-21,SW,178,2,09/08/2021,49.4896892,6.0200264,Dylan,0,0,10,0,0,0,,
SW_178_3_04-08-21,SW,178,3,04/08/2021,49.489671,6.020004,Amanda,0,0,12,0,0,0,,
SW_179_1_03-08-21,SW,179,1,03/08/2021,49.493486,6.034194,Amanda,0,0,1,0,0,0,,
SW_179_2_03-08-21,SW,179,2,03/08/2021,49.493099,6.027975,Amanda,0,0,6,0,0,0,,
SW_18_1_16-06-21,SW,18,1,16/06/2021,49.5630571,5.85644860,Balint Andrasi,0,0,0,1,0,0,,
SW_18_2_16-06-21,SW,18,2,16/06/2021,49.5649053,5.8528570,Balint Andrasi,0,0,0,1,0,0,,
SW_18_3_01-08-21,SW,18,3,01/08/2021,49.55946,5.85516,Antonio,11,0,15,0,0,0,,
SW_180_1_03-08-21,SW,180,1,03/08/2021,49.488845,6.040334,Amanda,1,0,0,0,0,0,,
SW_180_2_04-08-21,SW,180,2,04/08/2021,49.488415,6.044865,Amanda,1,0,26,0,0,0,,
SW_180_3_04-08-21,SW,180,3,04/08/2021,49.487248,6.050472,Amanda,0,0,9,0,0,0,,
SW_180_4_04-08-21,SW,180,4,04/08/2021,49.485764,6.046778,Amanda,0,0,4,0,0,0,,
SW_180_5_04-08-21,SW,180,5,04/08/2021,49.490798,6.041210,Amanda,0,0,2,0,0,0,,
SW_181_1_04-08-21,SW,181,1,04/08/2021,49.487099,6.056604,Amanda,0,0,6,0,0,0,,
SW_182_1_13-08-21,SW,182,1,13/08/2021,49.48806,6.07591,Stephanie,0,0,2,0,0,0,,
SW_183_1_09-08-21,SW,183,1,09/08/2021,49.49290,6.08062 ,Stephanie,0,0,4,0,0,0,,
SW_184_1_10-08-21,SW,184,1,10/08/2021,49.49294,6.09594  ,Stephanie,0,0,3,0,0,0,,
SW_185_1_14-08-21,SW,185,1,14/08/2021,49.4923033,6.1075556,Caroline,0,0,1,0,0,0,,
SW_185_1_28-04-21,SW,185,1,28/04/2021,"49,489439","6,133996",Julian Wittische,0,0,0,0,1,5,,
SW_186_1_26-04-21,SW,186,1,26/04/2021,"49,488458","6,121748",Julian Wittische,0,0,0,0,0,1,,
SW_186_1_27-04-21,SW,186,1,27/04/2021,"49,493013","6,128202",Julian Wittische,0,0,0,0,0,2,,
SW_186_1_28-04-21,SW,186,1,28/04/2021,"49,48788","6,1276761",Julian Wittische,0,0,0,0,0,5,,
SW_186_2_26-04-21,SW,186,2,26/04/2021,"49,490003","6,125113",Julian Wittische,0,0,0,0,0,1,,
SW_186_2_27-04-21,SW,186,2,27/04/2021,"49,4915846","6,1317709",Julian Wittische,0,0,0,0,1,1,,
SW_186_2_28-04-21,SW,186,2,28/04/2021,"49,489366","6,127288",Julian Wittische,0,0,0,0,0,4,,
SW_186_3_26-04-21,SW,186,3,26/04/2021,"49,488458","6,121748",Julian Wittische,0,0,0,0,0,1,,
SW_187_1_27-04-21,SW,187,1,27/04/2021,"49,492722","6,145537",Julian Wittische,0,0,0,0,0,5,,
SW_188_2_18-08-21,SW,188,2,18/08/2021,49.48365,5.97819,Antonio,13,0,34,1,0,0,,
SW_189_1_21-07-21,SW,189,1,21/07/2021,49.479443,5.986042,Amanda,0,0,0,1,0,0,,
SW_189_2_21-07-21,SW,189,2,21/07/2021,49.479989,5.992728,Amanda,0,0,1,0,0,0,,
SW_189_3_21-07-21,SW,189,3,21/07/2021,49.477245,5.992070,Amanda,0,0,0,1,0,0,,
SW_19_2_01-08-21,SW,19,2,01/08/2021,49.55874,5.85852,Antonio,0,0,10,0,0,0,,
SW_190_1_09-08-21,SW,190,1,09/08/2021,49.4849222,6.0046757,Dylan,0,0,4,0,0,1,,
SW_190_1_22-07-21,SW,190,1,22/07/2021,49.479258,6.009180,Amanda,0,0,0,1,0,0,,
SW_190_2_22-07-21,SW,190,2,22/07/2021,49.479746,6.007054,Amanda,0,0,0,1,0,0,,
SW_191_1_10-08-21,SW,191,1,10/08/2021,49.4837127,6.0141121,Dylan,0,0,8,0,0,0,,
SW_191_1_22-07-21,SW,191,1,22/07/2021,49.483578,6.013993,Amanda,1,0,0,1,0,0,,
SW_192_1_23-07-21,SW,192,1,23/07/2021,49.4817220,6.0305339,Caroline,0,0,0,1,0,0,on purple thistle,
SW_192_2_23-07-21,SW,192,2,23/07/2021,49.4821620,6.0309131,Caroline,0,0,1,0,0,0,on yellow potentilla (garden),
SW_193_1_23-07-21,SW,193,1,23/07/2021,49.4809589,6.0467702,Caroline,0,0,1,0,0,0,on yellow potentilla (garden),
SW_193_2_23-07-21,SW,193,2,23/07/2021,49.4802449,6.0401097,Caroline,1,0,0,0,0,0,V. pellucens seen but not caught. M. florea caught on umbellifer.,
SW_194_1_19-06-21,SW,194,1,19/06/2021,49.48178 ,6.05710,Stephanie,0,0,1,0,0,0,,
SW_194_2_19-06-21,SW,194,2,19/06/2021,49.47925,6.05790,Stephanie,0,0,0,0,0,1,,
SW_195_1_19-06-21,SW,195,1,19/06/2021,49.47948,6.07586,Stephanie,0,0,0,0,0,1,,
SW_195_2_13-08-21,SW,195,2,13/08/2021,49.48487,6.07758,Stephanie,0,0,1,0,0,0,,
SW_196_1_09-08-21,SW,196,1,09/08/2021,49.48502,6.08184,Stephanie,0,0,2,0,0,0,,
SW_197_1_09-08-21,SW,197,1,09/08/2021, 49.48262 ,6.10217,Stephanie,0,0,2,0,0,0,,
SW_198_1_14-08-21,SW,198,1,14/08/2021,49.4837991,6.1089882,Caroline,0,0,1,0,0,0,,
SW_198_1_16-06-21,SW,198,1,16/06/2021,"49,47731","6,11175",Stephanie,0,0,0,1,0,0,,
SW_198_2_14-08-21,SW,198,2,14/08/2021,49.4817344,6.1093396,Caroline,0,0,1,0,0,0,,
SW_199_1_14-08-21,SW,199,1,14/08/2021,49.4815264,6.1220194,Caroline,0,0,1,0,0,0,,
SW_199_1_26-04-21,SW,199,1,26/04/2021,"49,48412","6,122561",Julian Wittische,0,0,0,0,0,2,,
SW_199_1_27-04-21,SW,199,1,27/04/2021,"49,4771429","6,1313229",Julian Wittische,0,0,0,0,0,4,,
SW_199_1_28-04-21,SW,199,1,28/04/2021,"49,483642","6,121874",Julian Wittische,0,0,0,0,0,4,,
SW_2_2_28-07-21,SW,2,2,28/07/2021,49.57691,5.90112,Antonio,0,0,8,0,0,0,,
SW_20_2_01-08-21,SW,20,2,01/08/2021,49.56097,5.87328,Antonio,0,0,15,0,0,0,,
SW_200_1_09-08-21,SW,200,1,09/08/2021,49.469627,5.975998,Paula and Lorenzo,0,0,1,0,0,0,,
SW_200_2_09-08-21,SW,200,2,09/08/2021,49.469644,5.976769,Paula and Lorenzo,0,0,3,0,0,0,,
SW_201_1_21-07-21,SW,201,1,21/07/2021,49.471328,5.986578,Amanda,1,0,0,0,0,0,,
SW_202_1_23-07-21,SW,202,1,23/07/2021,49.4738687,6.0011004,Paula and Lorenzo,0,0,0,1,0,0,,
SW_202_2_23-07-21,SW,202,2,23/07/2021,49.4696935,6.0013803,Paula and Lorenzo,0,0,0,1,0,0,,
SW_202_3_23-07-21,SW,202,3,23/07/2021,49.4680245,6.0020482,Paula and Lorenzo,0,0,0,1,0,0,,
SW_203_1_06-08-21,SW,203,1,06/08/2021,49.473149,6.020108,Paula and Lorenzo,0,0,0,1,0,0,,
SW_204_1_22-07-21,SW,204,1,22/07/2021,49.469890,6.033231,Paula and Lorenzo,0,0,0,1,0,0,,
SW_204_2_22-07-21,SW,204,2,22/07/2021,49.469559,6.031065,Paula and Lorenzo,0,0,0,1,0,0,,
SW_204_3_22-07-21,SW,204,3,22/07/2021,49.4736149,6.0243836,Paula and Lorenzo,0,0,0,1,0,0,,
SW_204_4_22-07-21,SW,204,4,22/07/2021,49.468306,6.028481,Paula and Lorenzo,1,0,0,0,0,0,,
SW_204_5_18-08-21,SW,204,5,18/08/2021,49.46952 ,6.03403,Stephanie and Amanda,0,0,1,0,0,0,,
SW_205_1_22-07-21,SW,205,1,22/07/2021,49.4699179,6.0452281,Paula and Lorenzo,0,0,0,2,0,0,,
SW_205_2_22-07-21,SW,205,2,22/07/2021,49.4696020,6.0465742,Paula and Lorenzo,0,0,0,1,0,0,,
SW_205_3_18-08-21,SW,205,3,18/08/2021,49.46944 ,6.04173,Stephanie and Amanda,0,0,1,1,0,0,,
SW_207_1_13-08-21,SW,207,1,13/08/2021,49.4720705,6.0765338,Paula and Lorenzo,0,0,1,0,0,0,,
SW_207_1_19-06-21,SW,207,1,19/06/2021,49.47043,6.07272,Stephanie,0,0,0,1,0,0,,
SW_207_2_13-08-21,SW,207,2,13/08/2021,49.472130,6.075982,Paula and Lorenzo,0,0,5,0,0,0,,
SW_207_3_13-08-21,SW,207,3,13/08/2021,49.469218,6.067633,Paula and Lorenzo,0,0,0,1,0,0,,
SW_208_1_18-06-21,SW,208,1,18/06/2021, 49.47191 ,6.08786,Stephanie,1,0,0,0,0,0,,
SW_208_2_18-06-21,SW,208,2,18/06/2021, 49.47183 ,6.08837,Stephanie,1,0,0,0,0,0,,
SW_208_3_11-08-21,SW,208,3,11/08/2021,49.47213,6.08736,Stephanie,0,0,1,0,0,0,,
SW_209_1_16-06-21,SW,209,1,16/06/2021,"49,170934","6,0991",Stephanie,0,0,0,0,0,1,not a florea:(,
SW_209_2_11-08-21,SW,209,2,11/08/2021,49.47180,6.09426,Stephanie,1,0,3,0,0,0,,
SW_21_2_01-08-21,SW,21,2,01/08/2021,49.56183,5.88716,Antonio,0,0,2,0,0,0,,
SW_212_1_13-08-21,SW,212,1,13/08/2021,49.465849,5.993422,Amanda,0,0,2,0,0,0,,
SW_213_1_13-08-21,SW,213,1,13/08/2021,49.460400,6.005381,Amanda,0,0,0,1,0,0,,
SW_213_2_13-08-21,SW,213,2,13/08/2021,49.458887,6.006456,Amanda,3,0,0,0,0,0,,
SW_214_1_13-08-21,SW,214,1,13/08/2021,49.461738,6.010496,Amanda,0,0,1,0,0,0,,
SW_219_1_16-06-21,SW,219,1,16/06/2021,"49,463413","6,091931",Stephanie,0,0,0,1,0,0,,
SW_219_1_20-08-21,SW,219,1,20/08/2021,49.463956,6.088974,Stephanie and Amanda,0,0,1,0,0,0,,
SW_219_1_26-07-21,SW,219,1,26/07/2021,49.555306,6.198677,Paula and Lorenzo,0,0,0,1,0,0,,
SW_219_2_16-06-21,SW,219,2,16/06/2021,"49,462664","6,061291",Stephanie,0,0,0,0,0,1,Goldschwebefliege?,
SW_219_3_18-06-21,SW,219,3,18/06/2021,49.46717 ,6.08520,Stephanie,0,0,0,0,0,1,,
SW_22_1_31-07-21,SW,22,1,31/07/2021,49.55949,5.89910,Antonio,0,0,2,0,0,0,,
SW_220_1_16-06-21,SW,220,1,16/06/2021,"49,462951","6,094445",Stephanie,0,0,0,1,0,0,,
SW_220_1_26-07-21,SW,220,1,26/07/2021,49.563239,6.214101,Paula and Lorenzo,1,0,0,0,0,0,,
SW_23_1_17-06-21,SW,23,1,17/06/2021,49.5585043,5.9234997,Balint Andrasi,0,0,1,0,0,0,,
SW_23_2_31-07-21,SW,23,2,31/07/2021,49.56273,5.94274,Antonio,0,0,8,0,0,0,,
SW_24_2_31-07-21,SW,24,2,31/07/2021,49.56420,5.92944,Antonio,0,0,13,0,0,0,,
SW_25_2_31-07-21,SW,25,2,31/07/2021,49.56273,5.94274,Antonio,5,0,22,0,0,0,,
SW_26_1_05-08-21,SW,26,1,05/08/2021,49.5571959,5.9639410,Balint and Ben,0,0,2,0,0,0,The two individuals are in 2 different tubes,
SW_26_1_08-06-21,SW,26,1,08/06/2021,49.563820,5.959487,Amanda,0,0,0,1,0,0,,
SW_26_2_08-06-21,SW,26,2,08/06/2021,49.557657,5.958541,Amanda,3,0,0,0,0,0,,
SW_27_1_05-08-21,SW,27,1,05/08/2021,49.5578036,5.9805925,Balint and Ben,0,0,2,0,0,0,,
SW_28_1_05-08-21,SW,28,1,05/08/2021,49.5593103,5.9938363,Balint and Ben,0,0,1,0,0,0,,
SW_28_2_05-08-21,SW,28,2,05/08/2021,49.5602866,5.9952448,Balint and Ben,0,0,1,0,0,0,,
SW_29_1_27-07-21,SW,29,1,27/07/2021,49.558303,5.998370,Amanda,0,0,1,0,0,0,,
SW_29_1_29-07-21,SW,29,1,29/07/2021,49.558303,5.998370,Amanda,0,0,1,0,0,0,,
SW_29_1_31-05-21,SW,29,1,31/05/2021,49.556851,6.007460,Amanda,0,0,0,0,0,1,,
SW_29_2_29-07-21,SW,29,2,29/07/2021,49.545937,6.009267,Amanda,1,0,0,0,0,0,,
SW_3_1_28-07-21,SW,3,1,28/07/2021,49.58070,5.91481,Antonio,0,0,7,0,0,0,,
SW_30_1_05-08-21,SW,30,1,05/08/2021,49.5601920,6.0126774,Balint and Ben,0,0,1,0,0,0,,
SW_30_1_27-07-21,SW,30,1,27/07/2021,49.557152,6.010259,Amanda,1,0,0,0,0,0,,
SW_30_1_28-05-21,SW,30,1,28/05/2021,49.562385,6.021071,Amanda,0,1,0,0,0,0,,
SW_31_1_23-07-21,SW,31,1,23/07/2021,49.563906,6.028324,Amanda,0,0,1,0,0,0,,
SW_31_2_23-07-21,SW,31,2,23/07/2021,49.562657,6.029744,Amanda,0,0,0,1,0,0,,
SW_32_1_23-07-21,SW,32,1,23/07/2021,49.560778,6.037674,Amanda,0,0,0,1,0,0,,
SW_32_2_23-07-21,SW,32,2,23/07/2021,49.563395,6.039083,Amanda,1,0,1,0,0,0,,
SW_32_3_23-07-21,SW,32,3,23/07/2021,49.565751,6.043018,Amanda,1,0,0,0,0,0,,
SW_32_4_23-07-21,SW,32,4,23/07/2021,49.562976,6.047536,Amanda,0,0,1,0,0,0,,
SW_32_5_23-07-21,SW,32,5,23/07/2021,49.557925,6.046702,Amanda,0,0,0,1,0,0,,
SW_33_1_18-06-21,SW,33,1,18/06/2021,49.5543247,5.8322918,Balint Andrasi,0,0,1,0,0,0,,
SW_34_1_04-08-21,SW,34,1,04/08/2021,49.5517466,5.8520342,Balint,1,0,0,0,0,0,,
SW_34_2_04-08-21,SW,34,2,04/08/2021,49.5522132,5.8519112,Balint,0,0,1,0,0,0,,
SW_35_1_04-08-21,SW,35,1,04/08/2021,49.5509207,5.8572334,Balint,0,0,1,0,0,0,,
SW_35_2_04-08-21,SW,35,2,04/08/2021,49.5513366,5.8595102,Balint,0,0,0,1,0,0,,
SW_35_3_04-08-21,SW,35,3,04/08/2021,49.5513177,5.8626320,Balint,0,0,2,0,0,0,,
SW_36_1_04-08-21,SW,36,1,04/08/2021,49.5527941,5.8748464,Balint,1,0,5,0,0,0,,
SW_36_2_04-08-21,SW,36,2,04/08/2021,49.5531609,5.8798259,Balint,0,0,3,0,0,0,,
SW_37_1_04-08-21,SW,37,1,04/08/2021,49.5518528,5.8860943,Balint,0,0,2,0,0,0,,
SW_38_1_28-06-21,SW,38,1,28/06/2021,49.5550686,5.9085263,Balint Andrasi,0,0,1,0,0,0,,
SW_39_1_09-08-21,SW,39,1,09/08/2021,49.548699,5.923438,Amanda,0,0,6,0,0,0,,
SW_4_1_14-06-21,SW,4,1,14/06/2021,49.5828677,5.9376688,Balint Andrasi,2,0,0,0,0,0,,
SW_4_1_28-07-21,SW,4,1,28/07/2021,49.57747,5.90112,Antonio,0,0,3,0,0,0,,
SW_40_1_28-06-21,SW,40,1,28/06/2021,49.5551067,5.9371790,Balint Andrasi,0,0,1,0,0,0,,
SW_41_1_09-08-21,SW,41,1,09/08/2021,49.551461,5.941851,Amanda,0,0,6,0,0,0,,
SW_42_1_08-06-21,SW,42,1,08/06/2021,49.550531,5.961070,Amanda,0,0,1,0,0,0,"checked, it is a pipiens, barcoding",
SW_43_1_05-08-21,SW,43,1,05/08/2021,49.549265,5.969245,Amanda,1,0,7,0,0,0,,
SW_44_1_29-07-21,SW,44,1,29/07/2021,49.553308,5.993322,Amanda,0,0,3,0,0,0,,
SW_44_2_29-07-21,SW,44,2,29/07/2021,49.555617,5.987053,Amanda,0,0,7,0,0,0,,
SW_45_1_29-07-21,SW,45,1,29/07/2021,49.549821,6.004205,Amanda,1,0,4,0,0,0,,
SW_45_2_29-07-21,SW,45,2,29/07/2021,49.554841,6.000339,Amanda,0,0,3,0,0,0,,
SW_45_3_29-07-21,SW,45,3,29/07/2021,49.550478,5.999162,Amanda,10,0,3,0,0,2,,
SW_45_4_29-07-21,SW,45,4,29/07/2021,49.555178,5.996062,Amanda,0,0,30,0,0,0,Gift plz (｡◕‿‿◕｡),
SW_46_1_01-06-21,SW,46,1,01/06/2021,49.549816,6.021743,Amanda,0,0,0,0,1,0,,
SW_46_1_27-07-21,SW,46,1,27/07/2021,49.555631,6.011253,Amanda,1,0,0,1,0,0,,
SW_46_2_27-07-21,SW,46,2,27/07/2021,49.548982,6.012932,Amanda,0,0,2,0,0,0,,
SW_46_3_27-07-21,SW,46,3,27/07/2021,49.548318,6.017461,Amanda,0,0,1,0,0,0,,
SW_47_1_01-06-21,SW,47,1,01/06/2021,49.550845,6.028353,Amanda,1,0,0,0,0,0,,
SW_47_1_23-07-21,SW,47,1,23/07/2021,49.551914,6.033170,Amanda,0,0,1,0,0,0,,
SW_47_2_23-07-21,SW,47,2,23/07/2021,49.552877,6.028805,Amanda,0,0,1,0,0,0,,
SW_47_3_23-07-21,SW,47,3,23/07/2021,49.555122,6.035142,Amanda,0,0,1,0,0,0,,
SW_48_1_01-06-21,SW,48,1,01/06/2021,49.554739,6.045146,Amanda,1,0,0,0,0,1,,
SW_48_1_23-07-21,SW,48,1,23/07/2021,49.553399,6.045771,Amanda,0,0,1,0,0,0,,
SW_48_1_26-07-21,SW,48,1,26/07/2021,49.551787,6.038155,Amanda,0,0,1,0,0,0,,
SW_48_2_23-07-21,SW,48,2,23/07/2021,49.552920,6.041680,Amanda,0,0,2,0,0,0,,
SW_49_1_05-08-21,SW,49,1,05/08/2021,49.55351,6.06284,Stephanie,1,0,2,0,0,0,,
SW_5_2_30-07-21,SW,5,2,30/07/2021,49.57946,5.94336,Antonio,0,0,25,0,0,0,,
SW_50_1_10-08-21,SW,50,1,10/08/2021,49.55211 ,6.06806,Stephanie,0,0,2,0,0,0,,
SW_51_1_16-08-21,SW,51,1,16/08/2021,49.5429459,5.8385105,Balint,0,0,0,1,0,0,,
SW_51_1_21-06-21,SW,51,1,21/06/2021,49.5443608,5.8377639,Balint Andrasi,0,0,0,0,1,0,,
